translation,ayah_number,surah_number,sentence,en-tafsir-mokhtasar-html
Do you not know that God knows whatever is in the heavens and the earth? This is surely in accordance with the law. This is certainly how (the law of) God works inevitably.,69,22,أَلَمْ تَعْلَمْ أَنَّ ٱللَّهَ يَعْلَمُ مَا فِى ٱلسَّمَآءِ وَٱلْأَرْضِ إِنَّ ذَٰلِكَ فِى كِتَٰبٍ إِنَّ ذَٰلِكَ عَلَى ٱللَّهِ يَسِيرٌ,"O Messenger! Do you not know that Allah knows all that is in the heavens and on Earth; nothing is hidden from Him, and His knowledge of it is recorded in the Preserved Tablet. Encompassing the knowledge of it all is very easy for Allah."
"Yet they worship in place of God that for which no authority has been sent to them, and of which they have no knowledge. The wicked will have none to help them.",70,22,وَيَعْبُدُونَ مِن دُونِ ٱللَّهِ مَا لَمْ يُنَزِّلْ بِهِۦ سُلْطَٰنًا وَمَا لَيْسَ لَهُم بِهِۦ عِلْمٌ وَمَا لِلظَّٰلِمِينَ مِن نَّصِيرٍ,The idolaters worship idols instead of Allah; idols which Allah did not reveal any proof of their worship being acceptable in His books. Neither do they have any proof of their own knowledge; their only object of reliance for that is blind following of their forefathers. The wrongdoers will have no helper that will protect them from the punishment of Allah that will fall upon them.
"When Our clear messages are read out to them you can see denial on the faces of unbelievers. They can hardly restrain themselves from attacking those who recite Our revelations. Tell them: ""Should I give you news of something worse than this?"" -- Hell, which God has promised the infidels. How evil a destination!",71,22,وَإِذَا تُتْلَىٰ عَلَيْهِمْ ءَايَٰتُنَا بَيِّنَٰتٍ تَعْرِفُ فِى وُجُوهِ ٱلَّذِينَ كَفَرُوا۟ ٱلْمُنكَرَ يَكَادُونَ يَسْطُونَ بِٱلَّذِينَ يَتْلُونَ عَلَيْهِمْ ءَايَٰتِنَا قُلْ أَفَأُنَبِّئُكُم بِشَرٍّ مِّن ذَٰلِكُمُ ٱلنَّارُ وَعَدَهَا ٱللَّهُ ٱلَّذِينَ كَفَرُوا۟ وَبِئْسَ ٱلْمَصِيرُ,"When you recite My clear verses of the Qur’ān unto them, you will recognise the objecting frowns of the disbelievers when they hear them. It is as if they would violently assault those who recite My verses unto them in extreme anger. O Messenger! Say to them: “Shall I inform you of something which is worse than this anger and frowning of yours? It is the hellfire which Allah has promised to enter the disbelievers into. How terrible their abode is!”"
"O men, give ear to this parable: Those you worship other than God can never create as much as a fly, even if they get together to do so; and if the fly were to rob them of a thing they would not be able to snatch it away from it. How weak the seeker and how weak the sought!",72,22,يَٰٓأَيُّهَا ٱلنَّاسُ ضُرِبَ مَثَلٌ فَٱسْتَمِعُوا۟ لَهُۥٓ إِنَّ ٱلَّذِينَ تَدْعُونَ مِن دُونِ ٱللَّهِ لَن يَخْلُقُوا۟ ذُبَابًا وَلَوِ ٱجْتَمَعُوا۟ لَهُۥ وَإِن يَسْلُبْهُمُ ٱلذُّبَابُ شَيْـًٔا لَّا يَسْتَنقِذُوهُ مِنْهُ ضَعُفَ ٱلطَّالِبُ وَٱلْمَطْلُوبُ,"O people! A parable is about to be narrated, so listen carefully and take lesson from it! Indeed, those idols and other things you worship instead of Allah cannot even create a fly despite its small size, because of their incompetence. Even if they were to convene in trying to do so they would not be able to achieve it. And if a fly was to take anything away from them, i.e. perfume etc. they would not have the power to reclaim it. By their incapability of creating a fly and reclaiming anything from it, their incapability of doing anything greater than that becomes evident. How can they then worship it instead of Allah? This seeker - which is the worshipped idol that is totally incapable of reclaiming whatever the fly has taken from it, together with the sought-after fly, are both weak."
They do not esteem God with the right estimation. God is surely all-powerful and all-mighty.,73,22,مَا قَدَرُوا۟ ٱللَّهَ حَقَّ قَدْرِهِۦٓ إِنَّ ٱللَّهَ لَقَوِىٌّ عَزِيزٌ,"They did not revere Allah as He deserves to be revered when they worshipped some of His creation along with worshipping Him. Indeed, Allah is the Strong, and He created the heavens, the earth and everything within them due to this strength and power. He is the Almighty who cannot be overpowered, unlike the idols of the idolaters which are weak and powerless to create anything."
God chooses messengers from the angels and human beings. Verily God is all-hearing and all-seeing.,74,22,ٱللَّهُ يَصْطَفِى مِنَ ٱلْمَلَٰٓئِكَةِ رُسُلًا وَمِنَ ٱلنَّاسِ إِنَّ ٱللَّهَ سَمِيعٌۢ بَصِيرٌ,"Allah, may He be glorified, selects messengers from the Angels and the people also. He sends some of the Angels to the prophets, like Gabriel, who He sent to the human messengers; and He also sends human messengers to common people. Indeed, Allah hears what the idolaters say regarding His messengers and is insightful of who He selects to convey His message."
"He knows what is before them and what lies behind them, and all things go back to God.",75,22,يَعْلَمُ مَا بَيْنَ أَيْدِيهِمْ وَمَا خَلْفَهُمْ وَإِلَى ٱللَّهِ تُرْجَعُ ٱلْأُمُورُ,"Allah, may He be glorified, is well aware of the affairs of His messengers, from both the angels and the people, even before their creation and well after their death. To Him alone shall all matters return on the Day of Judgment, when He will resurrect His servants and requit them for the actions they sent forth."
"O you who believe, bow in adoration, Worship your Lord and do what is good that you may find success.",76,22,يَٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ ٱرْكَعُوا۟ وَٱسْجُدُوا۟ وَٱعْبُدُوا۟ رَبَّكُمْ وَٱفْعَلُوا۟ ٱلْخَيْرَ لَعَلَّكُمْ تُفْلِحُونَ,"O you who have believed in Allah and have acted in accordance to the laws He laid down for you! Bow and prostrate to Him alone in your prayer; do good by way of charity and enjoining family ties, in hope that you succeed in your objective and achieve salvation from the feared."
"Strive in the way of God with a service worthy of Him. He has chosen you and laid no hardship on you in the way of faith, the faith of your forbear Abraham. He named you Muslim earlier, and in this (Qur'an), in order that the Prophet be witness over you, and you be witness over mankind. So be firm in devotion, pay the zakat, and hold on firmly to God. He is your friend: How excellent a friend is He, how excellent a helper!",77,22,وَجَٰهِدُوا۟ فِى ٱللَّهِ حَقَّ جِهَادِهِۦ هُوَ ٱجْتَبَىٰكُمْ وَمَا جَعَلَ عَلَيْكُمْ فِى ٱلدِّينِ مِنْ حَرَجٍ مِّلَّةَ أَبِيكُمْ إِبْرَٰهِيمَ هُوَ سَمَّىٰكُمُ ٱلْمُسْلِمِينَ مِن قَبْلُ وَفِى هَٰذَا لِيَكُونَ ٱلرَّسُولُ شَهِيدًا عَلَيْكُمْ وَتَكُونُوا۟ شُهَدَآءَ عَلَى ٱلنَّاسِ فَأَقِيمُوا۟ ٱلصَّلَوٰةَ وَءَاتُوا۟ ٱلزَّكَوٰةَ وَٱعْتَصِمُوا۟ بِٱللَّهِ هُوَ مَوْلَىٰكُمْ فَنِعْمَ ٱلْمَوْلَىٰ وَنِعْمَ ٱلنَّصِيرُ,"And strive in the path of Allah sincerely for His pleasure. He has selected you and made your religion a religion of kindness, in which there is no oppression and extremism. This tolerant creed is the creed of your forefather Abraham (peace be upon him). Allah has named you ‘Muslims’ in the previous books and in the Qur’ān, so that the Messenger can be a witness against you in that he conveyed the message he was commanded to convey, and so that you yourselves can be witnesses against the previous nations in that their messengers also conveyed their messages respectively. So show gratitude to Allah upon that by performing prayer as perfectly as possible, giving Zakat from your wealth, seeking refuge in Allah and relying upon Him in all your matters, for He is the best protector for those believers who seek His protection, and the best of helpers for those of them who seek His help. So seek His protection, He will protect you, and seek His help, He will help you."
"THE TRUE BELIEVERS will be successful,",0,23,بِسْمِ ٱللَّهِ ٱلرَّحْمَٰنِ ٱلرَّحِيمِ قَدْ أَفْلَحَ ٱلْمُؤْمِنُونَ,"Those who believed in Allah and acted according to His laws have indeed succeeded by achieving whatever they sought, and gaining salvation from whatever they feared."
"Who are humble in their service,",1,23,ٱلَّذِينَ هُمْ فِى صَلَاتِهِمْ خَٰشِعُونَ,Those who were humble in their prayer: their limbs remained calm during it and their hearts were free of distractions.
"Who shun all frivolities,",2,23,وَٱلَّذِينَ هُمْ عَنِ ٱللَّغْوِ مُعْرِضُونَ,"Those who turned away from falsehood and futility, especially those futile actions and speech which was sinful."
Who strive for betterment;,3,23,وَٱلَّذِينَ هُمْ لِلزَّكَوٰةِ فَٰعِلُونَ,"Those who purified themselves of evil characteristics, and their wealth by taking out Zakat from it."
Who guard their sex,4,23,وَٱلَّذِينَ هُمْ لِفُرُوجِهِمْ حَٰفِظُونَ,"Those who safeguarded their private parts by keeping them far from fornication, homosexuality and shameful actions; so they remained pure and chaste."
